    [17002499] = {['id']=17002499, ['name']="PercipientFish", ['index']=3, ['level']=81},
    [17002525] = {['id']=17002525, ['name']="CarrionLeech", ['index']=29, ['level']=75},
    [17002529] = {['id']=17002529, ['name']="CarrionSlime", ['index']=33, ['level']=75},
    [17002530] = {['id']=17002530, ['name']="CarrionSlime", ['index']=34, ['level']=77},
    [17002531] = {['id']=17002531, ['name']="CarrionSlime", ['index']=35, ['level']=75},
    [17002543] = {['id']=17002543, ['name']="UndeadSlime", ['index']=47, ['level']=78},
    [17002524] = {['id']=17002524, ['name']="CarrionCrab", ['index']=28, ['level']=76},
    [17002521] = {['id']=17002521, ['name']="CarrionCrab", ['index']=25, ['level']=77},
    [17002534] = {['id']=17002534, ['name']="CarrionLeech", ['index']=38, ['level']=76},
    [17002532] = {['id']=17002532, ['name']="CarrionCrab", ['index']=36, ['level']=76},
    [17002533] = {['id']=17002533, ['name']="CarrionLeech", ['index']=37, ['level']=77},
    [17002535] = {['id']=17002535, ['name']="CarrionLeech", ['index']=39, ['level']=75},
    [17002536] = {['id']=17002536, ['name']="CarrionLeech", ['index']=40, ['level']=76},
    [17002538] = {['id']=17002538, ['name']="CarrionLeech", ['index']=42, ['level']=75},
    [17002537] = {['id']=17002537, ['name']="CarrionLeech", ['index']=41, ['level']=74},
    [17002539] = {['id']=17002539, ['name']="CarrionToad", ['index']=43, ['level']=76},
    [17002540] = {['id']=17002540, ['name']="CarrionToad", ['index']=44, ['level']=76},
    [17002529] = {['id']=17002529, ['name']="CarrionSlime", ['index']=33, ['level']=76},
    [17002531] = {['id']=17002531, ['name']="CarrionSlime", ['index']=35, ['level']=76},
    [17002509] = {['id']=17002509, ['name']="CursedChest", ['index']=13, ['level']=73},
    [17002505] = {['id']=17002505, ['name']="CursedChest", ['index']=9, ['level']=74},
    [17002502] = {['id']=17002502, ['name']="PercipientFish", ['index']=6, ['level']=82},
    [17002501] = {['id']=17002501, ['name']="PercipientFish", ['index']=5, ['level']=82},
    [17002508] = {['id']=17002508, ['name']="CursedChest", ['index']=12, ['level']=73},
    [17002511] = {['id']=17002511, ['name']="CursedChest", ['index']=15, ['level']=75},
    [17002510] = {['id']=17002510, ['name']="CursedChest", ['index']=14, ['level']=74},
    [17002514] = {['id']=17002514, ['name']="CursedChest", ['index']=18, ['level']=75},
    [17002497] = {['id']=17002497, ['name']="PercipientFish", ['index']=1, ['level']=82},
    [17002656] = {['id']=17002656, ['name']="Uzhahn", ['index']=160, ['level']=0},
    [17002545] = {['id']=17002545, ['name']="DemolitionAuto", ['index']=49, ['level']=75},
    [17002557] = {['id']=17002557, ['name']="Imp", ['index']=61, ['level']=79},
    [17002556] = {['id']=17002556, ['name']="Imp", ['index']=60, ['level']=78},
    [17002553] = {['id']=17002553, ['name']="CarrionCrab", ['index']=57, ['level']=69},
    [17002559] = {['id']=17002559, ['name']="Imp", ['index']=63, ['level']=78},
    [17002562] = {['id']=17002562, ['name']="Imp", ['index']=66, ['level']=79},
    [17002563] = {['id']=17002563, ['name']="Imp", ['index']=67, ['level']=78},
    [17002555] = {['id']=17002555, ['name']="CarrionCrab", ['index']=59, ['level']=69},
    [17002560] = {['id']=17002560, ['name']="Imp", ['index']=64, ['level']=79},
    [17002558] = {['id']=17002558, ['name']="Imp", ['index']=62, ['level']=78},
    [17002551] = {['id']=17002551, ['name']="CarrionCrab", ['index']=55, ['level']=70},
    [17002656] = {['id']=17002656, ['name']="Uzhahn", ['index']=160, ['level']=0},
    [17002556] = {['id']=17002556, ['name']="Imp", ['index']=60, ['level']=78},
    [17002545] = {['id']=17002545, ['name']="DemolitionAuto", ['index']=49, ['level']=75},
    [17002557] = {['id']=17002557, ['name']="Imp", ['index']=61, ['level']=79},
    [17002558] = {['id']=17002558, ['name']="Imp", ['index']=62, ['level']=79},
    [17002559] = {['id']=17002559, ['name']="Imp", ['index']=63, ['level']=79},
    [17002561] = {['id']=17002561, ['name']="Imp", ['index']=65, ['level']=78},
    [17002553] = {['id']=17002553, ['name']="CarrionCrab", ['index']=57, ['level']=69},
    [17002560] = {['id']=17002560, ['name']="Imp", ['index']=64, ['level']=79},
    [17002563] = {['id']=17002563, ['name']="Imp", ['index']=67, ['level']=78},
    [17002562] = {['id']=17002562, ['name']="Imp", ['index']=66, ['level']=79},
    [17002554] = {['id']=17002554, ['name']="CarrionCrab", ['index']=58, ['level']=69},
    [17002555] = {['id']=17002555, ['name']="CarrionCrab", ['index']=59, ['level']=69},
