    [16892185] = {['id']=16892185, ['name']="SurvivalGuide", ['index']=281, ['level']=0},
    [16891936] = {['id']=16891936, ['name']="Mummy", ['index']=32, ['level']=55},
    [16891934] = {['id']=16891934, ['name']="Mummy", ['index']=30, ['level']=55},
    [16891935] = {['id']=16891935, ['name']="Lich", ['index']=31, ['level']=55},
    [16891951] = {['id']=16891951, ['name']="FomorRanger", ['index']=47, ['level']=56},
    [16891952] = {['id']=16891952, ['name']="FomorNinja", ['index']=48, ['level']=54},
    [16891953] = {['id']=16891953, ['name']="FomorBard", ['index']=49, ['level']=55},
    [16891961] = {['id']=16891961, ['name']="FomorMonk", ['index']=57, ['level']=55},
    [16891962] = {['id']=16891962, ['name']="FomorRedMage", ['index']=58, ['level']=56},
    [16891963] = {['id']=16891963, ['name']="FomorSamurai", ['index']=59, ['level']=54},
    [16891981] = {['id']=16891981, ['name']="GreaterGaylas", ['index']=77, ['level']=48},
    [16891956] = {['id']=16891956, ['name']="FomorRanger", ['index']=52, ['level']=56},
    [16891954] = {['id']=16891954, ['name']="FomorDragoon", ['index']=50, ['level']=55},
    [16891955] = {['id']=16891955, ['name']="Fomor\'sWyvern", ['index']=51, ['level']=49},
    [16891979] = {['id']=16891979, ['name']="FomorDragoon", ['index']=75, ['level']=56},
    [16891973] = {['id']=16891973, ['name']="FomorRanger", ['index']=69, ['level']=56},
    [16891980] = {['id']=16891980, ['name']="Fomor\'sWyvern", ['index']=76, ['level']=50},
    [16891975] = {['id']=16891975, ['name']="FomorDragoon", ['index']=71, ['level']=55},
    [16891985] = {['id']=16891985, ['name']="FomorWarrior", ['index']=81, ['level']=56},
    [16891984] = {['id']=16891984, ['name']="FomorRanger", ['index']=80, ['level']=55},
    [16891974] = {['id']=16891974, ['name']="FomorSamurai", ['index']=70, ['level']=55},
    [16891976] = {['id']=16891976, ['name']="Fomor\'sWyvern", ['index']=72, ['level']=50},
    [16891978] = {['id']=16891978, ['name']="FomorSamurai", ['index']=74, ['level']=56},
    [16891977] = {['id']=16891977, ['name']="FomorRanger", ['index']=73, ['level']=56},
    [16891988] = {['id']=16891988, ['name']="GreaterGaylas", ['index']=84, ['level']=46},
    [16891983] = {['id']=16891983, ['name']="FomorThief", ['index']=79, ['level']=55},
    [16891986] = {['id']=16891986, ['name']="FomorThief", ['index']=82, ['level']=55},
    [16891987] = {['id']=16891987, ['name']="FomorRanger", ['index']=83, ['level']=55},
    [16891982] = {['id']=16891982, ['name']="FomorWarrior", ['index']=78, ['level']=56},
    [16891965] = {['id']=16891965, ['name']="FomorSummoner", ['index']=61, ['level']=54},
    [16891964] = {['id']=16891964, ['name']="FomorDarkKnig", ['index']=60, ['level']=56},
    [16891966] = {['id']=16891966, ['name']="Fomor\'sElement", ['index']=62, ['level']=49},
    [16891998] = {['id']=16891998, ['name']="FomorRedMage", ['index']=94, ['level']=55},
    [16892000] = {['id']=16892000, ['name']="FomorNinja", ['index']=96, ['level']=55},
    [16892001] = {['id']=16892001, ['name']="FomorRedMage", ['index']=97, ['level']=56},
    [16892004] = {['id']=16892004, ['name']="GreaterGaylas", ['index']=100, ['level']=46},
    [16892008] = {['id']=16892008, ['name']="FomorBard", ['index']=104, ['level']=56},
    [16892002] = {['id']=16892002, ['name']="FomorDarkKnig", ['index']=98, ['level']=55},
    [16892012] = {['id']=16892012, ['name']="FomorBard", ['index']=108, ['level']=55},
    [16891999] = {['id']=16891999, ['name']="FomorDarkKnig", ['index']=95, ['level']=56},
    [16892003] = {['id']=16892003, ['name']="FomorNinja", ['index']=99, ['level']=56},
    [16892013] = {['id']=16892013, ['name']="GreaterGaylas", ['index']=109, ['level']=47},
    [16892005] = {['id']=16892005, ['name']="FomorPaladin", ['index']=101, ['level']=56},
    [16892006] = {['id']=16892006, ['name']="FomorBeastmast", ['index']=102, ['level']=56},
    [16892007] = {['id']=16892007, ['name']="Fomor\'sBats", ['index']=103, ['level']=51},
    [16892011] = {['id']=16892011, ['name']="Fomor\'sBats", ['index']=107, ['level']=50},
    [16892009] = {['id']=16892009, ['name']="FomorPaladin", ['index']=105, ['level']=56},
    [16892010] = {['id']=16892010, ['name']="FomorBeastmast", ['index']=106, ['level']=55},
    [16891967] = {['id']=16891967, ['name']="FomorWarrior", ['index']=63, ['level']=56},
    [16892029] = {['id']=16892029, ['name']="Teratotaur", ['index']=125, ['level']=58},
    [16891969] = {['id']=16891969, ['name']="FomorPaladin", ['index']=65, ['level']=56},
    [16892016] = {['id']=16892016, ['name']="FomorSamurai", ['index']=112, ['level']=56},
    [16892017] = {['id']=16892017, ['name']="FomorNinja", ['index']=113, ['level']=55},
    [16892015] = {['id']=16892015, ['name']="FomorMonk", ['index']=111, ['level']=57},
    [16892021] = {['id']=16892021, ['name']="GreaterGaylas", ['index']=117, ['level']=48},
    [16892019] = {['id']=16892019, ['name']="FomorRanger", ['index']=115, ['level']=56},
    [16892020] = {['id']=16892020, ['name']="FomorRedMage", ['index']=116, ['level']=56},
    [16892018] = {['id']=16892018, ['name']="FomorBlackMag", ['index']=114, ['level']=57},
    [16892014] = {['id']=16892014, ['name']="FomorBard", ['index']=110, ['level']=56},
    [16891968] = {['id']=16891968, ['name']="FomorThief", ['index']=64, ['level']=56},
    [16892031] = {['id']=16892031, ['name']="Teratotaur", ['index']=127, ['level']=58},
    [16892032] = {['id']=16892032, ['name']="Teratotaur", ['index']=128, ['level']=57},
    [16892030] = {['id']=16892030, ['name']="Teratotaur", ['index']=126, ['level']=57},
    [16892042] = {['id']=16892042, ['name']="Teratotaur", ['index']=138, ['level']=57},
    [16892089] = {['id']=16892089, ['name']="AqueductSpider", ['index']=185, ['level']=84},
    [16892090] = {['id']=16892090, ['name']="AqueductSpider", ['index']=186, ['level']=86},
    [16892034] = {['id']=16892034, ['name']="FomorWarrior", ['index']=130, ['level']=58},
    [16892035] = {['id']=16892035, ['name']="FomorDragoon", ['index']=131, ['level']=56},
    [16892091] = {['id']=16892091, ['name']="AqueductSpider", ['index']=187, ['level']=84},
    [16892036] = {['id']=16892036, ['name']="Fomor\'sWyvern", ['index']=132, ['level']=51},
    [16892092] = {['id']=16892092, ['name']="AqueductSpider", ['index']=188, ['level']=84},
    [16892040] = {['id']=16892040, ['name']="BlubberEyes", ['index']=136, ['level']=59},
    [16892067] = {['id']=16892067, ['name']="DarkElemental", ['index']=163, ['level']=60},
    [16892057] = {['id']=16892057, ['name']="AzrenKuba", ['index']=153, ['level']=42},
    [16892095] = {['id']=16892095, ['name']="AqueductSpider", ['index']=191, ['level']=84},
    [16892093] = {['id']=16892093, ['name']="AqueductSpider", ['index']=189, ['level']=86},
    [16892094] = {['id']=16892094, ['name']="AqueductSpider", ['index']=190, ['level']=86},
    [16892056] = {['id']=16892056, ['name']="AzrenKuguza", ['index']=152, ['level']=43},
    [16892059] = {['id']=16892059, ['name']="AzrenKuba", ['index']=155, ['level']=42},
    [16892058] = {['id']=16892058, ['name']="AzrenKuguza", ['index']=154, ['level']=43},
    [16892061] = {['id']=16892061, ['name']="AzrenKuba", ['index']=157, ['level']=42},
    [16892060] = {['id']=16892060, ['name']="AzrenKuguza", ['index']=156, ['level']=42},
    [16892041] = {['id']=16892041, ['name']="BlubberEyes", ['index']=137, ['level']=58},
    [16892037] = {['id']=16892037, ['name']="FomorBard", ['index']=133, ['level']=58},
    [16892038] = {['id']=16892038, ['name']="FomorDarkKnig", ['index']=134, ['level']=56},
    [16892039] = {['id']=16892039, ['name']="FomorBlackMag", ['index']=135, ['level']=56},
    [16892050] = {['id']=16892050, ['name']="AzrenKuguza", ['index']=146, ['level']=42},
    [16892051] = {['id']=16892051, ['name']="AzrenKuba", ['index']=147, ['level']=43},
    [16892052] = {['id']=16892052, ['name']="AzrenKuguza", ['index']=148, ['level']=42},
    [16892053] = {['id']=16892053, ['name']="AzrenKuba", ['index']=149, ['level']=43},
    [16892054] = {['id']=16892054, ['name']="AzrenKuguza", ['index']=150, ['level']=42},
    [16892055] = {['id']=16892055, ['name']="AzrenKuba", ['index']=151, ['level']=42},
    [16892046] = {['id']=16892046, ['name']="GreaterGaylas", ['index']=142, ['level']=47},
    [16892043] = {['id']=16892043, ['name']="Teratotaur", ['index']=139, ['level']=58},
    [16892044] = {['id']=16892044, ['name']="Teratotaur", ['index']=140, ['level']=58},
    [16892045] = {['id']=16892045, ['name']="GreaterGaylas", ['index']=141, ['level']=48},
    [16892047] = {['id']=16892047, ['name']="GreaterGaylas", ['index']=143, ['level']=46},
    [16892048] = {['id']=16892048, ['name']="GreaterGaylas", ['index']=144, ['level']=47},
    [16892049] = {['id']=16892049, ['name']="Keremet", ['index']=145, ['level']=57},
    [16892082] = {['id']=16892082, ['name']="AqueductSpider", ['index']=178, ['level']=86},
    [16892083] = {['id']=16892083, ['name']="AqueductSpider", ['index']=179, ['level']=86},
    [16892033] = {['id']=16892033, ['name']="Teratotaur", ['index']=129, ['level']=57},
    [16892024] = {['id']=16892024, ['name']="BlubberEyes", ['index']=120, ['level']=57},
    [16892025] = {['id']=16892025, ['name']="FomorSummoner", ['index']=121, ['level']=55},
    [16892026] = {['id']=16892026, ['name']="Fomor\'sElement", ['index']=122, ['level']=50},
    [16892022] = {['id']=16892022, ['name']="FomorThief", ['index']=118, ['level']=57},
    [16892023] = {['id']=16892023, ['name']="FomorSamurai", ['index']=119, ['level']=57},
    [16891957] = {['id']=16891957, ['name']="FomorBlackMag", ['index']=53, ['level']=56},
    [16891959] = {['id']=16891959, ['name']="FomorBeastmast", ['index']=55, ['level']=56},
    [16891960] = {['id']=16891960, ['name']="Fomor\'sBats", ['index']=56, ['level']=49},
    [16892084] = {['id']=16892084, ['name']="AqueductSpider", ['index']=180, ['level']=84},
    [16891958] = {['id']=16891958, ['name']="FomorBard", ['index']=54, ['level']=54},
    [16892085] = {['id']=16892085, ['name']="AqueductSpider", ['index']=181, ['level']=86},
    [16892087] = {['id']=16892087, ['name']="AqueductSpider", ['index']=183, ['level']=86},
    [16892086] = {['id']=16892086, ['name']="AqueductSpider", ['index']=182, ['level']=84},
    [16892064] = {['id']=16892064, ['name']="DarkElemental", ['index']=160, ['level']=60},
    [16892088] = {['id']=16892088, ['name']="AqueductSpider", ['index']=184, ['level']=86},
    [16891997] = {['id']=16891997, ['name']="GreaterGaylas", ['index']=93, ['level']=48},
    [16891993] = {['id']=16891993, ['name']="FomorMonk", ['index']=89, ['level']=56},
    [16891996] = {['id']=16891996, ['name']="Fomor\'sElement", ['index']=92, ['level']=51},
    [16891990] = {['id']=16891990, ['name']="FomorBlackMag", ['index']=86, ['level']=56},
    [16891995] = {['id']=16891995, ['name']="FomorSummoner", ['index']=91, ['level']=56},
    [16892028] = {['id']=16892028, ['name']="FomorWarrior", ['index']=124, ['level']=56},
    [16892027] = {['id']=16892027, ['name']="FomorMonk", ['index']=123, ['level']=57},
    [16891989] = {['id']=16891989, ['name']="FomorMonk", ['index']=85, ['level']=56},
    [16891994] = {['id']=16891994, ['name']="FomorBlackMag", ['index']=90, ['level']=56},
    [16891991] = {['id']=16891991, ['name']="FomorSummoner", ['index']=87, ['level']=55},
    [16891992] = {['id']=16891992, ['name']="Fomor\'sElement", ['index']=88, ['level']=50},
