    [17355013] = {['id']=17355013, ['name']="SurvivalGuide", ['index']=261, ['level']=0},
    [17354879] = {['id']=17354879, ['name']="OrcishFlamethr", ['index']=127, ['level']=18},
    [17354874] = {['id']=17354874, ['name']="OrcishGrunt", ['index']=122, ['level']=13},
    [17354875] = {['id']=17354875, ['name']="OrcishStonechu", ['index']=123, ['level']=11},
    [17354935] = {['id']=17354935, ['name']="OrcishStonechu", ['index']=183, ['level']=16},
    [17354882] = {['id']=17354882, ['name']="OrcishNeckchop", ['index']=130, ['level']=13},
    [17354871] = {['id']=17354871, ['name']="OrcishGrunt", ['index']=119, ['level']=11},
    [17354886] = {['id']=17354886, ['name']="SentryLizard", ['index']=134, ['level']=12},
    [17354885] = {['id']=17354885, ['name']="OrcishNeckchop", ['index']=133, ['level']=12},
    [17354880] = {['id']=17354880, ['name']="OrcishGrunt", ['index']=128, ['level']=12},
    [17354888] = {['id']=17354888, ['name']="OrcishStonechu", ['index']=136, ['level']=14},
    [17354890] = {['id']=17354890, ['name']="OrcishGrunt", ['index']=138, ['level']=12},
    [17354893] = {['id']=17354893, ['name']="SentryLizard", ['index']=141, ['level']=13},
    [17354892] = {['id']=17354892, ['name']="OrcishNeckchop", ['index']=140, ['level']=13},
    [17354955] = {['id']=17354955, ['name']="OrcishGrunt", ['index']=203, ['level']=14},
    [17354937] = {['id']=17354937, ['name']="OrcishGrunt", ['index']=185, ['level']=14},
    [17354939] = {['id']=17354939, ['name']="OrcishNeckchop", ['index']=187, ['level']=16},
    [17354958] = {['id']=17354958, ['name']="OrcishCursemak", ['index']=206, ['level']=21},
    [17354943] = {['id']=17354943, ['name']="OrcishNeckchop", ['index']=191, ['level']=15},
    [17354946] = {['id']=17354946, ['name']="OrcishNeckchop", ['index']=194, ['level']=14},
    [17354961] = {['id']=17354961, ['name']="OrcishFlamethr", ['index']=209, ['level']=17},
    [17354951] = {['id']=17354951, ['name']="OrcishGrunt", ['index']=199, ['level']=17},
    [17354948] = {['id']=17354948, ['name']="OrcishGrunt", ['index']=196, ['level']=17},
    [17354897] = {['id']=17354897, ['name']="OrcishFlamethr", ['index']=145, ['level']=16},
    [17354941] = {['id']=17354941, ['name']="OrcishGrunt", ['index']=189, ['level']=16},
    [17354902] = {['id']=17354902, ['name']="OrcishStonechu", ['index']=150, ['level']=13},
    [17354904] = {['id']=17354904, ['name']="SentryLizard", ['index']=152, ['level']=14},
    [17354899] = {['id']=17354899, ['name']="OrcishStonechu", ['index']=147, ['level']=15},
    [17354900] = {['id']=17354900, ['name']="OrcishNeckchop", ['index']=148, ['level']=13},
    [17354819] = {['id']=17354819, ['name']="SpectacledBats", ['index']=67, ['level']=6},
    [17354821] = {['id']=17354821, ['name']="Cheiroptera", ['index']=69, ['level']=10},
    [17354869] = {['id']=17354869, ['name']="SpectacledBats", ['index']=117, ['level']=6},
    [17354947] = {['id']=17354947, ['name']="Cheiroptera", ['index']=195, ['level']=9},
    [17354952] = {['id']=17354952, ['name']="OrcishStonechu", ['index']=200, ['level']=14},
    [17354959] = {['id']=17354959, ['name']="OrcishNeckchop", ['index']=207, ['level']=17},
    [17354910] = {['id']=17354910, ['name']="SentryLizard", ['index']=158, ['level']=14},
    [17354908] = {['id']=17354908, ['name']="SentryLizard", ['index']=156, ['level']=11},
    [17354907] = {['id']=17354907, ['name']="SentryLizard", ['index']=155, ['level']=13},
    [17354906] = {['id']=17354906, ['name']="SentryLizard", ['index']=154, ['level']=14},
    [17354905] = {['id']=17354905, ['name']="OrcishStonechu", ['index']=153, ['level']=15},
    [17354909] = {['id']=17354909, ['name']="SentryLizard", ['index']=157, ['level']=11},
    [17354912] = {['id']=17354912, ['name']="OrcishStonechu", ['index']=160, ['level']=12},
    [17354913] = {['id']=17354913, ['name']="OrcishStonechu", ['index']=161, ['level']=13},
    [17354922] = {['id']=17354922, ['name']="KegpaunchDoshg", ['index']=170, ['level']=22},
    [17354917] = {['id']=17354917, ['name']="OrcishGrunt", ['index']=165, ['level']=14},
    [17354915] = {['id']=17354915, ['name']="OrcishStonechu", ['index']=163, ['level']=12},
    [17354916] = {['id']=17354916, ['name']="OrcishNeckchop", ['index']=164, ['level']=13},
    [17354921] = {['id']=17354921, ['name']="Cheiroptera", ['index']=169, ['level']=8},
    [17354914] = {['id']=17354914, ['name']="OrcishGrunt", ['index']=162, ['level']=12},
    [17354920] = {['id']=17354920, ['name']="OrcishFlamethr", ['index']=168, ['level']=17},
    [17354924] = {['id']=17354924, ['name']="OrcishStonechu", ['index']=172, ['level']=12},
    [17354923] = {['id']=17354923, ['name']="OrcishGrunt", ['index']=171, ['level']=14},
    [17354933] = {['id']=17354933, ['name']="OrcishFlamethr", ['index']=181, ['level']=18},
    [17354926] = {['id']=17354926, ['name']="OrcishGrunt", ['index']=174, ['level']=15},
    [17354929] = {['id']=17354929, ['name']="OrcishFlamethr", ['index']=177, ['level']=17},
    [17354925] = {['id']=17354925, ['name']="OrcishNeckchop", ['index']=173, ['level']=12},
    [17354932] = {['id']=17354932, ['name']="OrcishFighter", ['index']=180, ['level']=21},
    [17354931] = {['id']=17354931, ['name']="OrcishStonechu", ['index']=179, ['level']=11},
    [17354963] = {['id']=17354963, ['name']="OrcishStonechu", ['index']=211, ['level']=16},
    [17354967] = {['id']=17354967, ['name']="OrcishNeckchop", ['index']=215, ['level']=17},
    [17354969] = {['id']=17354969, ['name']="Cheiroptera", ['index']=217, ['level']=9},
    [17354878] = {['id']=17354878, ['name']="Cheiroptera", ['index']=126, ['level']=8},
    [17354911] = {['id']=17354911, ['name']="Cheiroptera", ['index']=159, ['level']=9},
    [17354930] = {['id']=17354930, ['name']="Cheiroptera", ['index']=178, ['level']=10},
    [17354940] = {['id']=17354940, ['name']="Cheiroptera", ['index']=188, ['level']=10},
    [17354954] = {['id']=17354954, ['name']="Cheiroptera", ['index']=202, ['level']=8},
    [17354968] = {['id']=17354968, ['name']="Cheiroptera", ['index']=216, ['level']=8},
    [17354970] = {['id']=17354970, ['name']="OrcishGrunt", ['index']=218, ['level']=15},
    [17354972] = {['id']=17354972, ['name']="OrcishNeckchop", ['index']=220, ['level']=14},
    [17354983] = {['id']=17354983, ['name']="OrcishSerjeant", ['index']=231, ['level']=21},
    [17354982] = {['id']=17354982, ['name']="OrcishCursemak", ['index']=230, ['level']=21},
    [17354975] = {['id']=17354975, ['name']="OrcishNeckchop", ['index']=223, ['level']=17},
    [17354977] = {['id']=17354977, ['name']="OrcishStonechu", ['index']=225, ['level']=14},
    [17354979] = {['id']=17354979, ['name']="OrcishGrunt", ['index']=227, ['level']=14},
    [17354981] = {['id']=17354981, ['name']="OrcishNeckchop", ['index']=229, ['level']=15},
