    [17167194] = {['id']=17167194, ['name']="GateSentry", ['index']=858, ['level']=75},
    [17166349] = {['id']=17166349, ['name']="CarrionCrow", ['index']=13, ['level']=23},
    [17166350] = {['id']=17166350, ['name']="CarrionCrow", ['index']=14, ['level']=24},
    [17166351] = {['id']=17166351, ['name']="CarrionCrow", ['index']=15, ['level']=24},
    [17166352] = {['id']=17166352, ['name']="CarrionCrow", ['index']=16, ['level']=22},
    [17166389] = {['id']=17166389, ['name']="Crawler", ['index']=53, ['level']=19},
    [17166390] = {['id']=17166390, ['name']="Crawler", ['index']=54, ['level']=18},
    [17166391] = {['id']=17166391, ['name']="Crawler", ['index']=55, ['level']=19},
    [17166392] = {['id']=17166392, ['name']="Crawler", ['index']=56, ['level']=21},
    [17166394] = {['id']=17166394, ['name']="Bumblebee", ['index']=58, ['level']=15},
    [17166428] = {['id']=17166428, ['name']="SavannaRarab", ['index']=92, ['level']=14},
    [17166429] = {['id']=17166429, ['name']="SavannaRarab", ['index']=93, ['level']=13},
    [17166457] = {['id']=17166457, ['name']="TinyLycopodium", ['index']=121, ['level']=11},
    [17166458] = {['id']=17166458, ['name']="TinyLycopodium", ['index']=122, ['level']=10},
    [17166461] = {['id']=17166461, ['name']="TinyLycopodium", ['index']=125, ['level']=12},
    [17166462] = {['id']=17166462, ['name']="TinyLycopodium", ['index']=126, ['level']=11},
    [17166467] = {['id']=17166467, ['name']="TinyLycopodium", ['index']=131, ['level']=10},
    [17166475] = {['id']=17166475, ['name']="TinyLycopodium", ['index']=139, ['level']=10},
    [17166476] = {['id']=17166476, ['name']="TinyLycopodium", ['index']=140, ['level']=12},
    [17166479] = {['id']=17166479, ['name']="TinyLycopodium", ['index']=143, ['level']=10},
    [17166501] = {['id']=17166501, ['name']="Crawler", ['index']=165, ['level']=19},
    [17166515] = {['id']=17166515, ['name']="Crawler", ['index']=179, ['level']=19},
    [17166516] = {['id']=17166516, ['name']="Crawler", ['index']=180, ['level']=21},
    [17166517] = {['id']=17166517, ['name']="Crawler", ['index']=181, ['level']=18},
    [17166647] = {['id']=17166647, ['name']="SavannaRarab", ['index']=311, ['level']=13},
    [17166649] = {['id']=17166649, ['name']="SavannaRarab", ['index']=313, ['level']=15},
    [17166651] = {['id']=17166651, ['name']="Bumblebee", ['index']=315, ['level']=15},
    [17166652] = {['id']=17166652, ['name']="Bumblebee", ['index']=316, ['level']=15},
    [17166653] = {['id']=17166653, ['name']="Bumblebee", ['index']=317, ['level']=16},
    [17166654] = {['id']=17166654, ['name']="Bumblebee", ['index']=318, ['level']=15},
    [17166695] = {['id']=17166695, ['name']="Pixie", ['index']=359, ['level']=51},
    [17166696] = {['id']=17166696, ['name']="Pixie", ['index']=360, ['level']=52},
    [17167170] = {['id']=17167170, ['name']="MhikLiusihlo,", ['index']=834, ['level']=0},
    [17166460] = {['id']=17166460, ['name']="TinyLycopodium", ['index']=124, ['level']=12},
    [17166477] = {['id']=17166477, ['name']="TinyLycopodium", ['index']=141, ['level']=12},
    [17166478] = {['id']=17166478, ['name']="TinyLycopodium", ['index']=142, ['level']=11},
    [17166481] = {['id']=17166481, ['name']="SavannaRarab", ['index']=145, ['level']=15},
    [17166482] = {['id']=17166482, ['name']="SavannaRarab", ['index']=146, ['level']=13},
    [17166490] = {['id']=17166490, ['name']="SavannaRarab", ['index']=154, ['level']=13},
    [17166491] = {['id']=17166491, ['name']="SavannaRarab", ['index']=155, ['level']=15},
    [17166494] = {['id']=17166494, ['name']="Crawler", ['index']=158, ['level']=21},
    [17166497] = {['id']=17166497, ['name']="TinyLycopodium", ['index']=161, ['level']=11},
    [17166500] = {['id']=17166500, ['name']="Crawler", ['index']=164, ['level']=21},
    [17166501] = {['id']=17166501, ['name']="Crawler", ['index']=165, ['level']=19},
    [17166502] = {['id']=17166502, ['name']="CarrionCrow", ['index']=166, ['level']=22},
    [17166505] = {['id']=17166505, ['name']="CarrionCrow", ['index']=169, ['level']=25},
    [17167178] = {['id']=17167178, ['name']="AlliedEnsign", ['index']=842, ['level']=0},
    [17166525] = {['id']=17166525, ['name']="SavannaRarab", ['index']=189, ['level']=14},
    [17166524] = {['id']=17166524, ['name']="SavannaRarab", ['index']=188, ['level']=13},
    [17166522] = {['id']=17166522, ['name']="SavannaRarab", ['index']=186, ['level']=15},
    [17166527] = {['id']=17166527, ['name']="CarrionCrow", ['index']=191, ['level']=24},
    [17166526] = {['id']=17166526, ['name']="CarrionCrow", ['index']=190, ['level']=23},
    [17166510] = {['id']=17166510, ['name']="SavannaRarab", ['index']=174, ['level']=14},
    [17166509] = {['id']=17166509, ['name']="SavannaRarab", ['index']=173, ['level']=14},
    [17166508] = {['id']=17166508, ['name']="TinyLycopodium", ['index']=172, ['level']=10},
    [17166514] = {['id']=17166514, ['name']="CarrionCrow", ['index']=178, ['level']=24},
    [17166512] = {['id']=17166512, ['name']="CarrionCrow", ['index']=176, ['level']=25},
    [17166507] = {['id']=17166507, ['name']="TinyLycopodium", ['index']=171, ['level']=10},
    [17166506] = {['id']=17166506, ['name']="TinyLycopodium", ['index']=170, ['level']=11},
    [17166511] = {['id']=17166511, ['name']="CarrionCrow", ['index']=175, ['level']=24},
    [17166513] = {['id']=17166513, ['name']="CarrionCrow", ['index']=177, ['level']=24},
    [17166433] = {['id']=17166433, ['name']="GoblinDraftee", ['index']=97, ['level']=58},
    [17166392] = {['id']=17166392, ['name']="Crawler", ['index']=56, ['level']=21},
    [17166431] = {['id']=17166431, ['name']="GoblinPatrolma", ['index']=95, ['level']=58},
    [17166432] = {['id']=17166432, ['name']="Goblin\'sRarab", ['index']=96, ['level']=53},
    [17166446] = {['id']=17166446, ['name']="Rafflesia", ['index']=110, ['level']=52},
    [17166450] = {['id']=17166450, ['name']="Bumblebee", ['index']=114, ['level']=16},
    [17166504] = {['id']=17166504, ['name']="CarrionCrow", ['index']=168, ['level']=24},
    [17166516] = {['id']=17166516, ['name']="Crawler", ['index']=180, ['level']=21},
    [17166444] = {['id']=17166444, ['name']="Bumblebee", ['index']=108, ['level']=15},
    [17166443] = {['id']=17166443, ['name']="Rafflesia", ['index']=107, ['level']=50},
    [17166445] = {['id']=17166445, ['name']="Bumblebee", ['index']=109, ['level']=16},
    [17166442] = {['id']=17166442, ['name']="Rafflesia", ['index']=106, ['level']=50},
    [17166423] = {['id']=17166423, ['name']="CarrionCrow", ['index']=87, ['level']=25},
    [17166424] = {['id']=17166424, ['name']="CarrionCrow", ['index']=88, ['level']=23},
    [17166425] = {['id']=17166425, ['name']="CarrionCrow", ['index']=89, ['level']=23},
    [17166426] = {['id']=17166426, ['name']="CarrionCrow", ['index']=90, ['level']=23},
    [17166441] = {['id']=17166441, ['name']="Belladonna", ['index']=105, ['level']=54},
    [17166440] = {['id']=17166440, ['name']="Bumblebee", ['index']=104, ['level']=16},
    [17166438] = {['id']=17166438, ['name']="Rafflesia", ['index']=102, ['level']=50},
    [17166439] = {['id']=17166439, ['name']="Rafflesia", ['index']=103, ['level']=51},
    [17166350] = {['id']=17166350, ['name']="CarrionCrow", ['index']=14, ['level']=24},
    [17166351] = {['id']=17166351, ['name']="CarrionCrow", ['index']=15, ['level']=24},
    [17166393] = {['id']=17166393, ['name']="Bumblebee", ['index']=57, ['level']=16},
    [17166394] = {['id']=17166394, ['name']="Bumblebee", ['index']=58, ['level']=15},
    [17166420] = {['id']=17166420, ['name']="SavannaRarab", ['index']=84, ['level']=14},
    [17166422] = {['id']=17166422, ['name']="SavannaRarab", ['index']=86, ['level']=15},
    [17166427] = {['id']=17166427, ['name']="CarrionCrow", ['index']=91, ['level']=22},
    [17166428] = {['id']=17166428, ['name']="SavannaRarab", ['index']=92, ['level']=14},
    [17166429] = {['id']=17166429, ['name']="SavannaRarab", ['index']=93, ['level']=13},
    [17166430] = {['id']=17166430, ['name']="SavannaRarab", ['index']=94, ['level']=14},
    [17166434] = {['id']=17166434, ['name']="Rafflesia", ['index']=98, ['level']=51},
    [17166435] = {['id']=17166435, ['name']="Rafflesia", ['index']=99, ['level']=49},
    [17166436] = {['id']=17166436, ['name']="Bumblebee", ['index']=100, ['level']=15},
    [17166437] = {['id']=17166437, ['name']="Bumblebee", ['index']=101, ['level']=15},
    [17166457] = {['id']=17166457, ['name']="TinyLycopodium", ['index']=121, ['level']=11},
    [17166458] = {['id']=17166458, ['name']="TinyLycopodium", ['index']=122, ['level']=10},
    [17166459] = {['id']=17166459, ['name']="TinyLycopodium", ['index']=123, ['level']=11},
    [17166461] = {['id']=17166461, ['name']="TinyLycopodium", ['index']=125, ['level']=12},
    [17166462] = {['id']=17166462, ['name']="TinyLycopodium", ['index']=126, ['level']=11},
    [17166467] = {['id']=17166467, ['name']="TinyLycopodium", ['index']=131, ['level']=10},
    [17166475] = {['id']=17166475, ['name']="TinyLycopodium", ['index']=139, ['level']=10},
    [17166476] = {['id']=17166476, ['name']="TinyLycopodium", ['index']=140, ['level']=12},
    [17166479] = {['id']=17166479, ['name']="TinyLycopodium", ['index']=143, ['level']=10},
    [17166647] = {['id']=17166647, ['name']="SavannaRarab", ['index']=311, ['level']=13},
    [17166649] = {['id']=17166649, ['name']="SavannaRarab", ['index']=313, ['level']=15},
    [17166651] = {['id']=17166651, ['name']="Bumblebee", ['index']=315, ['level']=15},
    [17166652] = {['id']=17166652, ['name']="Bumblebee", ['index']=316, ['level']=15},
    [17166653] = {['id']=17166653, ['name']="Bumblebee", ['index']=317, ['level']=16},
    [17166654] = {['id']=17166654, ['name']="Bumblebee", ['index']=318, ['level']=15},
    [17166695] = {['id']=17166695, ['name']="Pixie", ['index']=359, ['level']=51},
    [17166696] = {['id']=17166696, ['name']="Pixie", ['index']=360, ['level']=52},
    [17167170] = {['id']=17167170, ['name']="MhikLiusihlo,", ['index']=834, ['level']=0},
    [17166498] = {['id']=17166498, ['name']="TinyLycopodium", ['index']=162, ['level']=12},
    [17166480] = {['id']=17166480, ['name']="TinyLycopodium", ['index']=144, ['level']=12},
    [17166466] = {['id']=17166466, ['name']="TinyLycopodium", ['index']=130, ['level']=11},
    [17166650] = {['id']=17166650, ['name']="SavannaRarab", ['index']=314, ['level']=15},
    [17166648] = {['id']=17166648, ['name']="SavannaRarab", ['index']=312, ['level']=14},
    [17166655] = {['id']=17166655, ['name']="Rafflesia", ['index']=319, ['level']=52},
    [17166656] = {['id']=17166656, ['name']="Rafflesia", ['index']=320, ['level']=52},
    [17166657] = {['id']=17166657, ['name']="Bumblebee", ['index']=321, ['level']=16},
    [17166666] = {['id']=17166666, ['name']="Rafflesia", ['index']=330, ['level']=52},
    [17166667] = {['id']=17166667, ['name']="Rafflesia", ['index']=331, ['level']=50},
    [17166668] = {['id']=17166668, ['name']="Bumblebee", ['index']=332, ['level']=17},
    [17166670] = {['id']=17166670, ['name']="Rafflesia", ['index']=334, ['level']=49},
    [17166671] = {['id']=17166671, ['name']="Rafflesia", ['index']=335, ['level']=49},
    [17166672] = {['id']=17166672, ['name']="Bumblebee", ['index']=336, ['level']=17},
    [17166697] = {['id']=17166697, ['name']="Pixie", ['index']=361, ['level']=53},
    [17166698] = {['id']=17166698, ['name']="Pixie", ['index']=362, ['level']=52},
    [17166719] = {['id']=17166719, ['name']="Toad", ['index']=383, ['level']=52},
    [17166718] = {['id']=17166718, ['name']="Toad", ['index']=382, ['level']=54},
    [17166715] = {['id']=17166715, ['name']="Toad", ['index']=379, ['level']=53},
    [17166717] = {['id']=17166717, ['name']="Toad", ['index']=381, ['level']=51},
    [17166716] = {['id']=17166716, ['name']="Toad", ['index']=380, ['level']=51},
    [17166659] = {['id']=17166659, ['name']="Rafflesia", ['index']=323, ['level']=50},
    [17166658] = {['id']=17166658, ['name']="Rafflesia", ['index']=322, ['level']=51},
    [17166660] = {['id']=17166660, ['name']="Bumblebee", ['index']=324, ['level']=17},
    [17166644] = {['id']=17166644, ['name']="YagudoAcolyte", ['index']=308, ['level']=62},
    [17166645] = {['id']=17166645, ['name']="YagudoMendican", ['index']=309, ['level']=63},
    [17166646] = {['id']=17166646, ['name']="Yagudo\'sElemen", ['index']=310, ['level']=56},
    [17166661] = {['id']=17166661, ['name']="Rafflesia", ['index']=325, ['level']=51},
    [17166665] = {['id']=17166665, ['name']="Bumblebee", ['index']=329, ['level']=17},
    [17166662] = {['id']=17166662, ['name']="Rafflesia", ['index']=326, ['level']=52},
    [17166664] = {['id']=17166664, ['name']="Bumblebee", ['index']=328, ['level']=15},
    [17166663] = {['id']=17166663, ['name']="Rafflesia", ['index']=327, ['level']=52},
    [17166641] = {['id']=17166641, ['name']="YagudoPiper", ['index']=305, ['level']=63},
    [17166643] = {['id']=17166643, ['name']="YagudoScribe", ['index']=307, ['level']=61},
    [17166642] = {['id']=17166642, ['name']="YagudoInitiate", ['index']=306, ['level']=63},
    [17166638] = {['id']=17166638, ['name']="YagudoMendican", ['index']=302, ['level']=62},
    [17166639] = {['id']=17166639, ['name']="Yagudo\'sElemen", ['index']=303, ['level']=56},
    [17166637] = {['id']=17166637, ['name']="YagudoScribe", ['index']=301, ['level']=63},
    [17166632] = {['id']=17166632, ['name']="YagudoInitiate", ['index']=296, ['level']=62},
    [17166640] = {['id']=17166640, ['name']="YagudoAcolyte", ['index']=304, ['level']=63},
    [17166635] = {['id']=17166635, ['name']="YagudoInitiate", ['index']=299, ['level']=62},
    [17166634] = {['id']=17166634, ['name']="Yagudo\'sElemen", ['index']=298, ['level']=58},
    [17166633] = {['id']=17166633, ['name']="YagudoMendican", ['index']=297, ['level']=63},
    [17166636] = {['id']=17166636, ['name']="YagudoPiper", ['index']=300, ['level']=62},
    [17166630] = {['id']=17166630, ['name']="YagudoScribe", ['index']=294, ['level']=64},
    [17166631] = {['id']=17166631, ['name']="YagudoAcolyte", ['index']=295, ['level']=64},
    [17166629] = {['id']=17166629, ['name']="YagudoPiper", ['index']=293, ['level']=64},
    [17166628] = {['id']=17166628, ['name']="Yagudo\'sElemen", ['index']=292, ['level']=58},
    [17166627] = {['id']=17166627, ['name']="YagudoMendican", ['index']=291, ['level']=63},
    [17166943] = {['id']=17166943, ['name']="VuuPuqutheBe", ['index']=607, ['level']=70},
    [17166944] = {['id']=17166944, ['name']="DivineInspirer", ['index']=608, ['level']=70},
    [17166945] = {['id']=17166945, ['name']="DivineInspirer", ['index']=609, ['level']=70},
    [17166946] = {['id']=17166946, ['name']="DivineInspirer", ['index']=610, ['level']=70},
    [17166947] = {['id']=17166947, ['name']="DivineInspirer", ['index']=611, ['level']=70},
    [17166948] = {['id']=17166948, ['name']="DivineInspirer", ['index']=612, ['level']=70},
    [17166949] = {['id']=17166949, ['name']="DivineInspirer", ['index']=613, ['level']=70},
    [17166950] = {['id']=17166950, ['name']="DivineInspirer", ['index']=614, ['level']=70},
    [17166951] = {['id']=17166951, ['name']="DivineInspirer", ['index']=615, ['level']=70},
    [17166952] = {['id']=17166952, ['name']="DivineInspirer", ['index']=616, ['level']=70},
    [17166449] = {['id']=17166449, ['name']="Bumblebee", ['index']=113, ['level']=15},
    [17166447] = {['id']=17166447, ['name']="Rafflesia", ['index']=111, ['level']=51},
    [17166448] = {['id']=17166448, ['name']="Rafflesia", ['index']=112, ['level']=50},
    [17166451] = {['id']=17166451, ['name']="Rafflesia", ['index']=115, ['level']=52},
    [17166454] = {['id']=17166454, ['name']="Bumblebee", ['index']=118, ['level']=17},
    [17166455] = {['id']=17166455, ['name']="Bumblebee", ['index']=119, ['level']=17},
    [17166452] = {['id']=17166452, ['name']="Rafflesia", ['index']=116, ['level']=51},
    [17166453] = {['id']=17166453, ['name']="Rafflesia", ['index']=117, ['level']=51},
    [17166456] = {['id']=17166456, ['name']="Bumblebee", ['index']=120, ['level']=16},
    [17166691] = {['id']=17166691, ['name']="Pixie", ['index']=355, ['level']=54},
    [17166618] = {['id']=17166618, ['name']="CarrionCrow", ['index']=282, ['level']=25},
    [17166622] = {['id']=17166622, ['name']="Crawler", ['index']=286, ['level']=20},
    [17166616] = {['id']=17166616, ['name']="CarrionCrow", ['index']=280, ['level']=22},
    [17166615] = {['id']=17166615, ['name']="CarrionCrow", ['index']=279, ['level']=23},
    [17166620] = {['id']=17166620, ['name']="SavannaRarab", ['index']=284, ['level']=14},
    [17166609] = {['id']=17166609, ['name']="SavannaRarab", ['index']=273, ['level']=14},
    [17166617] = {['id']=17166617, ['name']="CarrionCrow", ['index']=281, ['level']=24},
    [17166621] = {['id']=17166621, ['name']="Crawler", ['index']=285, ['level']=20},
    [17166619] = {['id']=17166619, ['name']="SavannaRarab", ['index']=283, ['level']=14},
    [17166614] = {['id']=17166614, ['name']="Crawler", ['index']=278, ['level']=18},
    [17166611] = {['id']=17166611, ['name']="SavannaRarab", ['index']=275, ['level']=15},
    [17166612] = {['id']=17166612, ['name']="Crawler", ['index']=276, ['level']=19},
    [17166613] = {['id']=17166613, ['name']="Crawler", ['index']=277, ['level']=21},
    [17166610] = {['id']=17166610, ['name']="SavannaRarab", ['index']=274, ['level']=15},
    [17167222] = {['id']=17167222, ['name']="WatchfulPixie", ['index']=886, ['level']=0},
    [17166712] = {['id']=17166712, ['name']="Toad", ['index']=376, ['level']=52},
    [17166711] = {['id']=17166711, ['name']="Toad", ['index']=375, ['level']=53},
    [17166709] = {['id']=17166709, ['name']="Toad", ['index']=373, ['level']=54},
    [17166608] = {['id']=17166608, ['name']="RiverCrab", ['index']=272, ['level']=25},
    [17166605] = {['id']=17166605, ['name']="RiverCrab", ['index']=269, ['level']=25},
    [17166708] = {['id']=17166708, ['name']="Toad", ['index']=372, ['level']=54},
    [17166606] = {['id']=17166606, ['name']="RiverCrab", ['index']=270, ['level']=24},
    [17166607] = {['id']=17166607, ['name']="RiverCrab", ['index']=271, ['level']=24},
    [17166602] = {['id']=17166602, ['name']="RiverCrab", ['index']=266, ['level']=25},
    [17166710] = {['id']=17166710, ['name']="Toad", ['index']=374, ['level']=53},
    [17166603] = {['id']=17166603, ['name']="RiverCrab", ['index']=267, ['level']=23},
    [17166604] = {['id']=17166604, ['name']="RiverCrab", ['index']=268, ['level']=22},
    [17166601] = {['id']=17166601, ['name']="RiverCrab", ['index']=265, ['level']=25},
    [17166600] = {['id']=17166600, ['name']="RiverCrab", ['index']=264, ['level']=24},
    [17166598] = {['id']=17166598, ['name']="RiverCrab", ['index']=262, ['level']=23},
    [17166597] = {['id']=17166597, ['name']="RiverCrab", ['index']=261, ['level']=23},
    [17166599] = {['id']=17166599, ['name']="RiverCrab", ['index']=263, ['level']=25},
    [17166692] = {['id']=17166692, ['name']="Pixie", ['index']=356, ['level']=54},
    [17166593] = {['id']=17166593, ['name']="HispidRarab", ['index']=257, ['level']=93},
    [17166594] = {['id']=17166594, ['name']="HispidRarab", ['index']=258, ['level']=92},
    [17166596] = {['id']=17166596, ['name']="HispidRarab", ['index']=260, ['level']=93},
    [17166592] = {['id']=17166592, ['name']="HispidRarab", ['index']=256, ['level']=93},
    [17166586] = {['id']=17166586, ['name']="HispidRarab", ['index']=250, ['level']=92},
    [17166685] = {['id']=17166685, ['name']="GoblinSkirmish", ['index']=349, ['level']=58},
    [17166595] = {['id']=17166595, ['name']="HispidRarab", ['index']=259, ['level']=93},
    [17166582] = {['id']=17166582, ['name']="HispidRarab", ['index']=246, ['level']=93},
    [17166584] = {['id']=17166584, ['name']="HispidRarab", ['index']=248, ['level']=92},
    [17166570] = {['id']=17166570, ['name']="HispidRarab", ['index']=234, ['level']=92},
    [17166567] = {['id']=17166567, ['name']="HispidRarab", ['index']=231, ['level']=93},
    [17166568] = {['id']=17166568, ['name']="HispidRarab", ['index']=232, ['level']=93},
    [17166569] = {['id']=17166569, ['name']="HispidRarab", ['index']=233, ['level']=92},
    [17166583] = {['id']=17166583, ['name']="HispidRarab", ['index']=247, ['level']=93},
    [17166686] = {['id']=17166686, ['name']="GoblinMine", ['index']=350, ['level']=52},
    [17166576] = {['id']=17166576, ['name']="HispidRarab", ['index']=240, ['level']=93},
    [17166573] = {['id']=17166573, ['name']="HispidRarab", ['index']=237, ['level']=93},
    [17166575] = {['id']=17166575, ['name']="HispidRarab", ['index']=239, ['level']=93},
    [17166565] = {['id']=17166565, ['name']="HispidRarab", ['index']=229, ['level']=93},
    [17166577] = {['id']=17166577, ['name']="HispidRarab", ['index']=241, ['level']=93},
    [17166571] = {['id']=17166571, ['name']="HispidRarab", ['index']=235, ['level']=93},
    [17166566] = {['id']=17166566, ['name']="HispidRarab", ['index']=230, ['level']=93},
    [17166589] = {['id']=17166589, ['name']="HispidRarab", ['index']=253, ['level']=92},
    [17166572] = {['id']=17166572, ['name']="HispidRarab", ['index']=236, ['level']=92},
    [17166564] = {['id']=17166564, ['name']="HispidRarab", ['index']=228, ['level']=92},
    [17166574] = {['id']=17166574, ['name']="HispidRarab", ['index']=238, ['level']=93},
    [17166563] = {['id']=17166563, ['name']="HispidRarab", ['index']=227, ['level']=92},
    [17166549] = {['id']=17166549, ['name']="RiverCrab", ['index']=213, ['level']=25},
    [17166547] = {['id']=17166547, ['name']="RiverCrab", ['index']=211, ['level']=22},
    [17166548] = {['id']=17166548, ['name']="RiverCrab", ['index']=212, ['level']=22},
    [17166550] = {['id']=17166550, ['name']="RiverCrab", ['index']=214, ['level']=24},
    [17166551] = {['id']=17166551, ['name']="RiverCrab", ['index']=215, ['level']=22},
    [17166552] = {['id']=17166552, ['name']="RiverCrab", ['index']=216, ['level']=25},
    [17166553] = {['id']=17166553, ['name']="RiverCrab", ['index']=217, ['level']=24},
    [17166542] = {['id']=17166542, ['name']="TinyLycopodium", ['index']=206, ['level']=11},
