    [17138521] = {['id']=17138521, ['name']="GateSentry", ['index']=857, ['level']=75},
    [17137948] = {['id']=17137948, ['name']="StoneEater", ['index']=284, ['level']=21},
    [17137949] = {['id']=17137949, ['name']="StoneEater", ['index']=285, ['level']=19},
    [17137950] = {['id']=17137950, ['name']="StoneEater", ['index']=286, ['level']=21},
    [17138140] = {['id']=17138140, ['name']="3rdLegionnaire", ['index']=476, ['level']=70},
    [17138145] = {['id']=17138145, ['name']="3rdLegionnaire", ['index']=481, ['level']=70},
    [17138180] = {['id']=17138180, ['name']="FieldWoundpatc", ['index']=516, ['level']=60},
    [17138182] = {['id']=17138182, ['name']="FieldWoundpatc", ['index']=518, ['level']=60},
    [17138183] = {['id']=17138183, ['name']="FieldWoundpatc", ['index']=519, ['level']=60},
    [17138184] = {['id']=17138184, ['name']="FieldWoundpatc", ['index']=520, ['level']=60},
    [17138459] = {['id']=17138459, ['name']="JaggedOnyx,L.", ['index']=795, ['level']=0},
    [17138141] = {['id']=17138141, ['name']="3rdLegionnaire", ['index']=477, ['level']=70},
    [17138181] = {['id']=17138181, ['name']="FieldWoundpatc", ['index']=517, ['level']=60},
    [17138143] = {['id']=17138143, ['name']="3rdLegionnaire", ['index']=479, ['level']=70},
    [17138146] = {['id']=17138146, ['name']="3rdLegionnaire", ['index']=482, ['level']=70},
    [17138144] = {['id']=17138144, ['name']="3rdLegionnaire", ['index']=480, ['level']=70},
    [17138179] = {['id']=17138179, ['name']="FieldWoundpatc", ['index']=515, ['level']=60},
    [17138142] = {['id']=17138142, ['name']="3rdLegionnaire", ['index']=478, ['level']=70},
    [17138138] = {['id']=17138138, ['name']="3rdLegionnaire", ['index']=474, ['level']=70},
    [17138137] = {['id']=17138137, ['name']="InvincibleShie", ['index']=473, ['level']=70},
    [17138139] = {['id']=17138139, ['name']="3rdLegionnaire", ['index']=475, ['level']=70},
    [17137978] = {['id']=17137978, ['name']="RockLizard", ['index']=314, ['level']=22},
    [17137945] = {['id']=17137945, ['name']="StoneEater", ['index']=281, ['level']=18},
    [17137946] = {['id']=17137946, ['name']="HugeSpider", ['index']=282, ['level']=35},
    [17137977] = {['id']=17137977, ['name']="RockLizard", ['index']=313, ['level']=21},
    [17137947] = {['id']=17137947, ['name']="HugeSpider", ['index']=283, ['level']=37},
    [17137942] = {['id']=17137942, ['name']="StoneEater", ['index']=278, ['level']=19},
    [17137944] = {['id']=17137944, ['name']="HugeSpider", ['index']=280, ['level']=36},
    [17137943] = {['id']=17137943, ['name']="HugeSpider", ['index']=279, ['level']=38},
    [17137941] = {['id']=17137941, ['name']="HugeSpider", ['index']=277, ['level']=38},
    [17137939] = {['id']=17137939, ['name']="StoneEater", ['index']=275, ['level']=19},
    [17137936] = {['id']=17137936, ['name']="StoneEater", ['index']=272, ['level']=21},
    [17137938] = {['id']=17137938, ['name']="HugeSpider", ['index']=274, ['level']=36},
    [17138473] = {['id']=17138473, ['name']="Roderich", ['index']=809, ['level']=0},
    [17138417] = {['id']=17138417, ['name']="Azima", ['index']=753, ['level']=0},
    [17137937] = {['id']=17137937, ['name']="HugeSpider", ['index']=273, ['level']=35},
    [17137969] = {['id']=17137969, ['name']="HugeSpider", ['index']=305, ['level']=36},
    [17137968] = {['id']=17137968, ['name']="HugeSpider", ['index']=304, ['level']=35},
    [17137970] = {['id']=17137970, ['name']="HugeSpider", ['index']=306, ['level']=36},
    [17137973] = {['id']=17137973, ['name']="HugeSpider", ['index']=309, ['level']=36},
    [17137972] = {['id']=17137972, ['name']="HugeSpider", ['index']=308, ['level']=35},
    [17137971] = {['id']=17137971, ['name']="HugeSpider", ['index']=307, ['level']=36},
    [17137940] = {['id']=17137940, ['name']="HugeSpider", ['index']=276, ['level']=36},
    [17137976] = {['id']=17137976, ['name']="Peaseblossom", ['index']=312, ['level']=74},
    [17137974] = {['id']=17137974, ['name']="HugeSpider", ['index']=310, ['level']=35},
    [17137975] = {['id']=17137975, ['name']="HugeSpider", ['index']=311, ['level']=35},
    [17137980] = {['id']=17137980, ['name']="RockLizard", ['index']=316, ['level']=22},
    [17137979] = {['id']=17137979, ['name']="RockLizard", ['index']=315, ['level']=21},
    [17138468] = {['id']=17138468, ['name']="Lycopodium", ['index']=804, ['level']=0},
    [17137776] = {['id']=17137776, ['name']="GoblinDraftee", ['index']=112, ['level']=56},
    [17137775] = {['id']=17137775, ['name']="GoblinFranctir", ['index']=111, ['level']=57},
    [17137774] = {['id']=17137774, ['name']="Vulture", ['index']=110, ['level']=15},
    [17137987] = {['id']=17137987, ['name']="BlackWolf", ['index']=323, ['level']=34},
    [17137773] = {['id']=17137773, ['name']="Vulture", ['index']=109, ['level']=18},
    [17137764] = {['id']=17137764, ['name']="TunnelWorm", ['index']=100, ['level']=11},
    [17137769] = {['id']=17137769, ['name']="WalkingSapling", ['index']=105, ['level']=14},
    [17137763] = {['id']=17137763, ['name']="TunnelWorm", ['index']=99, ['level']=10},
    [17137765] = {['id']=17137765, ['name']="WalkingSapling", ['index']=101, ['level']=13},
    [17137771] = {['id']=17137771, ['name']="Vulture", ['index']=107, ['level']=18},
    [17137766] = {['id']=17137766, ['name']="WalkingSapling", ['index']=102, ['level']=13},
    [17137767] = {['id']=17137767, ['name']="Vulture", ['index']=103, ['level']=17},
    [17137760] = {['id']=17137760, ['name']="WalkingSapling", ['index']=96, ['level']=14},
    [17137762] = {['id']=17137762, ['name']="Vulture", ['index']=98, ['level']=16},
    [17137761] = {['id']=17137761, ['name']="Vulture", ['index']=97, ['level']=16},
    [17137759] = {['id']=17137759, ['name']="WalkingSapling", ['index']=95, ['level']=12},
    [17137757] = {['id']=17137757, ['name']="Vulture", ['index']=93, ['level']=16},
    [17137756] = {['id']=17137756, ['name']="Vulture", ['index']=92, ['level']=16},
    [17137754] = {['id']=17137754, ['name']="WalkingSapling", ['index']=90, ['level']=13},
    [17137753] = {['id']=17137753, ['name']="WalkingSapling", ['index']=89, ['level']=12},
    [17137755] = {['id']=17137755, ['name']="Vulture", ['index']=91, ['level']=16},
    [17137758] = {['id']=17137758, ['name']="TunnelWorm", ['index']=94, ['level']=10},
    [17137747] = {['id']=17137747, ['name']="WalkingSapling", ['index']=83, ['level']=12},
    [17137751] = {['id']=17137751, ['name']="TunnelWorm", ['index']=87, ['level']=10},
    [17137748] = {['id']=17137748, ['name']="WalkingSapling", ['index']=84, ['level']=13},
    [17137750] = {['id']=17137750, ['name']="Vulture", ['index']=86, ['level']=15},
    [17137746] = {['id']=17137746, ['name']="TunnelWorm", ['index']=82, ['level']=11},
    [17137749] = {['id']=17137749, ['name']="Vulture", ['index']=85, ['level']=18},
    [17137743] = {['id']=17137743, ['name']="WalkingSapling", ['index']=79, ['level']=12},
    [17137742] = {['id']=17137742, ['name']="TunnelWorm", ['index']=78, ['level']=10},
    [17137741] = {['id']=17137741, ['name']="TunnelWorm", ['index']=77, ['level']=10},
    [17137745] = {['id']=17137745, ['name']="Vulture", ['index']=81, ['level']=16},
    [17137744] = {['id']=17137744, ['name']="WalkingSapling", ['index']=80, ['level']=14},
    [17137736] = {['id']=17137736, ['name']="TunnelWorm", ['index']=72, ['level']=11},
    [17137737] = {['id']=17137737, ['name']="WalkingSapling", ['index']=73, ['level']=12},
    [17137738] = {['id']=17137738, ['name']="WalkingSapling", ['index']=74, ['level']=13},
    [17137740] = {['id']=17137740, ['name']="Vulture", ['index']=76, ['level']=15},
    [17137739] = {['id']=17137739, ['name']="Vulture", ['index']=75, ['level']=17},
    [17137729] = {['id']=17137729, ['name']="Vulture", ['index']=65, ['level']=18},
    [17137728] = {['id']=17137728, ['name']="WalkingSapling", ['index']=64, ['level']=13},
    [17137727] = {['id']=17137727, ['name']="WalkingSapling", ['index']=63, ['level']=13},
    [17137726] = {['id']=17137726, ['name']="TunnelWorm", ['index']=62, ['level']=12},
    [17137733] = {['id']=17137733, ['name']="WalkingSapling", ['index']=69, ['level']=14},
    [17137732] = {['id']=17137732, ['name']="TunnelWorm", ['index']=68, ['level']=11},
    [17137735] = {['id']=17137735, ['name']="Vulture", ['index']=71, ['level']=15},
    [17137734] = {['id']=17137734, ['name']="WalkingSapling", ['index']=70, ['level']=12},
    [17137807] = {['id']=17137807, ['name']="Coppercap", ['index']=143, ['level']=43},
    [17137809] = {['id']=17137809, ['name']="EnchantedBones", ['index']=145, ['level']=30},
    [17137808] = {['id']=17137808, ['name']="EnchantedBones", ['index']=144, ['level']=30},
    [17137798] = {['id']=17137798, ['name']="Vulture", ['index']=134, ['level']=15},
    [17137810] = {['id']=17137810, ['name']="Coppercap", ['index']=146, ['level']=41},
    [17137817] = {['id']=17137817, ['name']="Coppercap", ['index']=153, ['level']=41},
    [17137813] = {['id']=17137813, ['name']="Coppercap", ['index']=149, ['level']=42},
    [17137811] = {['id']=17137811, ['name']="RiverCrab", ['index']=147, ['level']=17},
    [17137814] = {['id']=17137814, ['name']="Coppercap", ['index']=150, ['level']=41},
    [17137799] = {['id']=17137799, ['name']="Coppercap", ['index']=135, ['level']=41},
    [17137796] = {['id']=17137796, ['name']="TunnelWorm", ['index']=132, ['level']=11},
    [17137797] = {['id']=17137797, ['name']="Vulture", ['index']=133, ['level']=15},
    [17137792] = {['id']=17137792, ['name']="TunnelWorm", ['index']=128, ['level']=12},
    [17137793] = {['id']=17137793, ['name']="Vulture", ['index']=129, ['level']=18},
    [17137795] = {['id']=17137795, ['name']="Coppercap", ['index']=131, ['level']=42},
    [17137794] = {['id']=17137794, ['name']="Vulture", ['index']=130, ['level']=17},
    [17137789] = {['id']=17137789, ['name']="WalkingSapling", ['index']=125, ['level']=12},
    [17137800] = {['id']=17137800, ['name']="Coppercap", ['index']=136, ['level']=41},
    [17137803] = {['id']=17137803, ['name']="BlackWolf", ['index']=139, ['level']=35},
    [17137801] = {['id']=17137801, ['name']="Vulture", ['index']=137, ['level']=16},
    [17137802] = {['id']=17137802, ['name']="Vulture", ['index']=138, ['level']=16},
    [17137768] = {['id']=17137768, ['name']="TunnelWorm", ['index']=104, ['level']=11},
    [17137772] = {['id']=17137772, ['name']="Vulture", ['index']=108, ['level']=16},
    [17137770] = {['id']=17137770, ['name']="WalkingSapling", ['index']=106, ['level']=14},
    [17137752] = {['id']=17137752, ['name']="TunnelWorm", ['index']=88, ['level']=12},
    [17137731] = {['id']=17137731, ['name']="TunnelWorm", ['index']=67, ['level']=10},
    [17137785] = {['id']=17137785, ['name']="Vulture", ['index']=121, ['level']=17},
    [17137786] = {['id']=17137786, ['name']="Vulture", ['index']=122, ['level']=18},
    [17137784] = {['id']=17137784, ['name']="WalkingSapling", ['index']=120, ['level']=14},
    [17137782] = {['id']=17137782, ['name']="TunnelWorm", ['index']=118, ['level']=11},
    [17137783] = {['id']=17137783, ['name']="WalkingSapling", ['index']=119, ['level']=12},
    [17137790] = {['id']=17137790, ['name']="Vulture", ['index']=126, ['level']=17},
    [17137791] = {['id']=17137791, ['name']="Vulture", ['index']=127, ['level']=16},
    [17137787] = {['id']=17137787, ['name']="TunnelWorm", ['index']=123, ['level']=10},
    [17137788] = {['id']=17137788, ['name']="WalkingSapling", ['index']=124, ['level']=13},
    [17137778] = {['id']=17137778, ['name']="WalkingSapling", ['index']=114, ['level']=12},
    [17137781] = {['id']=17137781, ['name']="Vulture", ['index']=117, ['level']=17},
    [17137777] = {['id']=17137777, ['name']="TunnelWorm", ['index']=113, ['level']=11},
    [17137780] = {['id']=17137780, ['name']="Vulture", ['index']=116, ['level']=17},
    [17137779] = {['id']=17137779, ['name']="WalkingSapling", ['index']=115, ['level']=14},
    [17137812] = {['id']=17137812, ['name']="RockEater", ['index']=148, ['level']=32},
    [17137805] = {['id']=17137805, ['name']="AmethystQuadav", ['index']=141, ['level']=61},
    [17137863] = {['id']=17137863, ['name']="Coppercap", ['index']=199, ['level']=42},
    [17137804] = {['id']=17137804, ['name']="YoungQuadav", ['index']=140, ['level']=61},
    [17137864] = {['id']=17137864, ['name']="Coppercap", ['index']=200, ['level']=42},
    [17137806] = {['id']=17137806, ['name']="AmberQuadav", ['index']=142, ['level']=63},
    [17137815] = {['id']=17137815, ['name']="RockEater", ['index']=151, ['level']=33},
    [17137816] = {['id']=17137816, ['name']="Coppercap", ['index']=152, ['level']=43},
    [17137823] = {['id']=17137823, ['name']="Coppercap", ['index']=159, ['level']=41},
    [17137825] = {['id']=17137825, ['name']="Coppercap", ['index']=161, ['level']=41},
    [17137824] = {['id']=17137824, ['name']="Coppercap", ['index']=160, ['level']=43},
    [17137822] = {['id']=17137822, ['name']="RockEater", ['index']=158, ['level']=34},
    [17137818] = {['id']=17137818, ['name']="Coppercap", ['index']=154, ['level']=43},
    [17137819] = {['id']=17137819, ['name']="Coppercap", ['index']=155, ['level']=42},
    [17138604] = {['id']=17138604, ['name']="WatchfulPixie", ['index']=940, ['level']=0},
    [17137820] = {['id']=17137820, ['name']="Coppercap", ['index']=156, ['level']=42},
    [17137826] = {['id']=17137826, ['name']="RockEater", ['index']=162, ['level']=33},
    [17137829] = {['id']=17137829, ['name']="Coppercap", ['index']=165, ['level']=42},
    [17137827] = {['id']=17137827, ['name']="Coppercap", ['index']=163, ['level']=42},
    [17137828] = {['id']=17137828, ['name']="Coppercap", ['index']=164, ['level']=42},
    [17137832] = {['id']=17137832, ['name']="Coppercap", ['index']=168, ['level']=42},
    [17137831] = {['id']=17137831, ['name']="Coppercap", ['index']=167, ['level']=42},
    [17137836] = {['id']=17137836, ['name']="Coppercap", ['index']=172, ['level']=43},
    [17137833] = {['id']=17137833, ['name']="RockEater", ['index']=169, ['level']=33},
    [17137830] = {['id']=17137830, ['name']="RockEater", ['index']=166, ['level']=33},
    [17137837] = {['id']=17137837, ['name']="Coppercap", ['index']=173, ['level']=43},
    [17137867] = {['id']=17137867, ['name']="GoblinChapman", ['index']=203, ['level']=72},
    [17137868] = {['id']=17137868, ['name']="GoblinAidman", ['index']=204, ['level']=71},
    [17138472] = {['id']=17138472, ['name']="Gebhardt", ['index']=808, ['level']=0},
    [17137882] = {['id']=17137882, ['name']="HugeHornet", ['index']=218, ['level']=39},
    [17137884] = {['id']=17137884, ['name']="Coppercap", ['index']=220, ['level']=43},
    [17137883] = {['id']=17137883, ['name']="HugeHornet", ['index']=219, ['level']=39},
    [17137891] = {['id']=17137891, ['name']="HugeHornet", ['index']=227, ['level']=38},
    [17137892] = {['id']=17137892, ['name']="HugeHornet", ['index']=228, ['level']=39},
    [17137893] = {['id']=17137893, ['name']="Coppercap", ['index']=229, ['level']=43},
    [17137894] = {['id']=17137894, ['name']="GoblinFranctir", ['index']=230, ['level']=56},
    [17137897] = {['id']=17137897, ['name']="GoblinPatrolma", ['index']=233, ['level']=56},
    [17137898] = {['id']=17137898, ['name']="Goblin\'sBee", ['index']=234, ['level']=52},
    [17137895] = {['id']=17137895, ['name']="HugeHornet", ['index']=231, ['level']=39},
    [17137896] = {['id']=17137896, ['name']="HugeHornet", ['index']=232, ['level']=38},
    [17137903] = {['id']=17137903, ['name']="HugeHornet", ['index']=239, ['level']=38},
    [17137904] = {['id']=17137904, ['name']="Coppercap", ['index']=240, ['level']=43},
    [17137902] = {['id']=17137902, ['name']="HugeHornet", ['index']=238, ['level']=38},
    [17137899] = {['id']=17137899, ['name']="HugeHornet", ['index']=235, ['level']=39},
    [17137901] = {['id']=17137901, ['name']="GoblinFranctir", ['index']=237, ['level']=57},
    [17137900] = {['id']=17137900, ['name']="HugeHornet", ['index']=236, ['level']=38},
    [17137907] = {['id']=17137907, ['name']="GoblinDraftee", ['index']=243, ['level']=59},
    [17137908] = {['id']=17137908, ['name']="HugeHornet", ['index']=244, ['level']=39},
    [17137909] = {['id']=17137909, ['name']="HugeHornet", ['index']=245, ['level']=39},
    [17137910] = {['id']=17137910, ['name']="Coppercap", ['index']=246, ['level']=44},
    [17137714] = {['id']=17137714, ['name']="WalkingSapling", ['index']=50, ['level']=12},
    [17137906] = {['id']=17137906, ['name']="HugeHornet", ['index']=242, ['level']=38},
    [17137905] = {['id']=17137905, ['name']="HugeHornet", ['index']=241, ['level']=38},
    [17137699] = {['id']=17137699, ['name']="HugeSpider", ['index']=35, ['level']=36},
    [17137911] = {['id']=17137911, ['name']="HugeHornet", ['index']=247, ['level']=39},
    [17137912] = {['id']=17137912, ['name']="HugeHornet", ['index']=248, ['level']=39},
    [17137915] = {['id']=17137915, ['name']="HugeHornet", ['index']=251, ['level']=38},
    [17137914] = {['id']=17137914, ['name']="HugeHornet", ['index']=250, ['level']=39},
    [17137913] = {['id']=17137913, ['name']="HugeHornet", ['index']=249, ['level']=38},
    [17137919] = {['id']=17137919, ['name']="HugeHornet", ['index']=255, ['level']=39},
    [17137916] = {['id']=17137916, ['name']="HugeHornet", ['index']=252, ['level']=38},
    [17137921] = {['id']=17137921, ['name']="Goblin\'sBee", ['index']=257, ['level']=53},
    [17137920] = {['id']=17137920, ['name']="GoblinPatrolma", ['index']=256, ['level']=59},
    [17137917] = {['id']=17137917, ['name']="HugeHornet", ['index']=253, ['level']=39},
    [17137918] = {['id']=17137918, ['name']="HugeHornet", ['index']=254, ['level']=39},
    [17137924] = {['id']=17137924, ['name']="HugeHornet", ['index']=260, ['level']=39},
    [17137922] = {['id']=17137922, ['name']="HugeHornet", ['index']=258, ['level']=38},
    [17137923] = {['id']=17137923, ['name']="HugeHornet", ['index']=259, ['level']=39},
    [17137928] = {['id']=17137928, ['name']="HugeHornet", ['index']=264, ['level']=38},
    [17137927] = {['id']=17137927, ['name']="HugeHornet", ['index']=263, ['level']=38},
    [17137925] = {['id']=17137925, ['name']="HugeHornet", ['index']=261, ['level']=38},
    [17137926] = {['id']=17137926, ['name']="HugeHornet", ['index']=262, ['level']=39},
    [17137932] = {['id']=17137932, ['name']="ManeatingHorne", ['index']=268, ['level']=40},
    [17137929] = {['id']=17137929, ['name']="ManeatingHorne", ['index']=265, ['level']=40},
    [17137931] = {['id']=17137931, ['name']="ManeatingHorne", ['index']=267, ['level']=42},
    [17137933] = {['id']=17137933, ['name']="ManeatingHorne", ['index']=269, ['level']=41},
    [17137930] = {['id']=17137930, ['name']="ManeatingHorne", ['index']=266, ['level']=41},
    [17137934] = {['id']=17137934, ['name']="Pixie", ['index']=270, ['level']=53},
    [17137886] = {['id']=17137886, ['name']="HugeHornet", ['index']=222, ['level']=39},
    [17137885] = {['id']=17137885, ['name']="HugeHornet", ['index']=221, ['level']=39},
    [17137887] = {['id']=17137887, ['name']="HugeHornet", ['index']=223, ['level']=38},
    [17137888] = {['id']=17137888, ['name']="HugeHornet", ['index']=224, ['level']=38},
    [17137889] = {['id']=17137889, ['name']="Coppercap", ['index']=225, ['level']=43},
    [17137890] = {['id']=17137890, ['name']="GoblinDraftee", ['index']=226, ['level']=58},
    [17137879] = {['id']=17137879, ['name']="GoblinFreelanc", ['index']=215, ['level']=73},
    [17137874] = {['id']=17137874, ['name']="GoblinAidman", ['index']=210, ['level']=72},
    [17137835] = {['id']=17137835, ['name']="Coppercap", ['index']=171, ['level']=43},
    [17137866] = {['id']=17137866, ['name']="GoblinAidman", ['index']=202, ['level']=73},
    [17137865] = {['id']=17137865, ['name']="GoblinChapman", ['index']=201, ['level']=71},
    [17137873] = {['id']=17137873, ['name']="GoblinFreelanc", ['index']=209, ['level']=74},
    [17137875] = {['id']=17137875, ['name']="GoblinChapman", ['index']=211, ['level']=72},
    [17137877] = {['id']=17137877, ['name']="GoblinAidman", ['index']=213, ['level']=71},
    [17137880] = {['id']=17137880, ['name']="GoblinAidman", ['index']=216, ['level']=71},
    [17137881] = {['id']=17137881, ['name']="GoblinChapman", ['index']=217, ['level']=74},
    [17137878] = {['id']=17137878, ['name']="GoblinChapman", ['index']=214, ['level']=73},
    [17137876] = {['id']=17137876, ['name']="GoblinFreelanc", ['index']=212, ['level']=71},
    [17137872] = {['id']=17137872, ['name']="GoblinAidman", ['index']=208, ['level']=73},
    [17137870] = {['id']=17137870, ['name']="GoblinAidman", ['index']=206, ['level']=72},
    [17137869] = {['id']=17137869, ['name']="GoblinChapman", ['index']=205, ['level']=74},
    [17138035] = {['id']=17138035, ['name']="GoblinSkirmish", ['index']=371, ['level']=58},
    [17137843] = {['id']=17137843, ['name']="Coppercap", ['index']=179, ['level']=41},
    [17137852] = {['id']=17137852, ['name']="RockEater", ['index']=188, ['level']=33},
    [17137853] = {['id']=17137853, ['name']="RockEater", ['index']=189, ['level']=34},
    [17137854] = {['id']=17137854, ['name']="RockEater", ['index']=190, ['level']=32},
    [17137860] = {['id']=17137860, ['name']="VeteranQuadav", ['index']=196, ['level']=61},
    [17137861] = {['id']=17137861, ['name']="GreaterQuadav", ['index']=197, ['level']=64},
    [17137862] = {['id']=17137862, ['name']="OnyxQuadav", ['index']=198, ['level']=61},
    [17137857] = {['id']=17137857, ['name']="RockEater", ['index']=193, ['level']=32},
    [17137858] = {['id']=17137858, ['name']="RockEater", ['index']=194, ['level']=33},
    [17137859] = {['id']=17137859, ['name']="Olgoi-Khorkhoi", ['index']=195, ['level']=53},
    [17137845] = {['id']=17137845, ['name']="RockEater", ['index']=181, ['level']=33},
    [17137847] = {['id']=17137847, ['name']="Coppercap", ['index']=183, ['level']=41},
    [17137846] = {['id']=17137846, ['name']="Coppercap", ['index']=182, ['level']=42},
    [17137850] = {['id']=17137850, ['name']="Coppercap", ['index']=186, ['level']=41},
    [17137841] = {['id']=17137841, ['name']="RockEater", ['index']=177, ['level']=32},
    [17137851] = {['id']=17137851, ['name']="Coppercap", ['index']=187, ['level']=43},
    [17137844] = {['id']=17137844, ['name']="Coppercap", ['index']=180, ['level']=43},
    [17137842] = {['id']=17137842, ['name']="RockEater", ['index']=178, ['level']=32},
